subject,gender,age,qualification,handedness,handsused,kd1,kd2,kd3,kd4,kd5,kd6,dd1,dd2,dd3,dd4,dd5,dd6,uu1,uu2,uu3,uu4,uu5,uu6,ud1,ud2,ud3,ud4,ud5,ud6,du1,du2,du3,du4,du5,du6,gb1,gb2,gb3,gb4,gb5,gb6,gb7,gb8,gb9,gb10,gb11,gb12,gb13,gb14,gg1,gg2,gg3,gg4,gg5,gg6,gg7,gg8,gg9,gg10,gg11,gg12,gg13,gg14,ga1,ga2,ga3,ga4,ga5,ga6,ga7,ga8,ga9,ga10,ga11,ga12,ga13,ga14,mx1,mx2,mx3,mx4,mx5,mx6,mx7,mx8,mx9,mx10,mx11,mx12,mx13,mx14,my1,my2,my3,my4,my5,my6,my7,my8,my9,my10,my11,my12,my13,my14,mz1,mz2,mz3,mz4,mz5,mz6,mz7,mz8,mz9,mz10,mz11,mz12,mz13,mz14,grx1,grx2,grx3,grx4,grx5,grx6,grx7,grx8,grx9,grx10,grx11,grx12,grx13,grx14,gry1,gry2,gry3,gry4,gry5,gry6,gry7,gry8,gry9,gry10,gry11,gry12,gry13,gry14,grz1,grz2,grz3,grz4,grz5,grz6,grz7,grz8,grz9,grz10,grz11,grz12,grz13,grz14,rb1,rb2,rb3,rb4,rb5,rb6,rb7,rb8,rb9,rb10,rb11,rb12,rb13,rb14,rg1,rg2,rg3,rg4,rg5,rg6,rg7,rg8,rg9,rg10,rg11,rg12,rg13,rg14,ra1,ra2,ra3,ra4,ra5,ra6,ra7,ra8,ra9,ra10,ra11,ra12,ra13,ra14
s028,Female,18 to 25,Gratuation,Right,Both Hands,11,7.6,7,7,7.4,7.6,1459.6,3540.6,2116.6,1894.2,2052.4,325.6,1456.2,3540,2116.6,1894.6,2052.6,324.6,1448.6,3533,2109.6,1887.2,2045,318,1467.2,3547.6,2123.6,1901.6,2060,332.2,40.2,40.2,37,37,38.8,38.8,37.4,37.4,37.6,37.6,38.6,38.6,38.8,38.8,-1.8,-1.8,-3,-3,-2,-2,-1.6,-1.6,-2.4,-2.4,-1.8,-1.8,-2.6,-2.6,109.2,109.2,108.8,108.8,108.8,108.8,107.2,107.2,107.4,107.4,107.6,107.6,107.6,107.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,0.2,0.2,-0.2,-0.2,0,0,0,0,0,0,-0.2,-0.2,0.2,0.2,0.4,0.4,0.4,0.4,0,0,0.6,0.6,0.2,0.2,0.4,0.4,6.4,6.4,6,6,6,6,5.8,5.8,5.8,5.8,6,6,6.2,6.2,7.2,7.2,7.8,7.8,7.6,7.6,7.4,7.4,7.6,7.6,7.6,7.6,7.4,7.4,-5.6,-5.6,0.8,0.8,-0.2,-0.2,-2,-2,-2.4,-2.4,-4.2,-4.2,-4.2,-4.2,-0.2,-0.2,-0.8,-0.8,-0.4,-0.4,1.4,1.4,0.2,0.2,0,0,2,2,-8,-8,1,1,-8.4,-8.4,-10.2,-10.2,-5.8,-5.8,-2.6,-2.6,-0.6,-0.6
s029,Female,18 to 25,Higher Secondary,Right,Both Hands,8.4,6.8,7.8,6.8,6.6,7.8,537.2,429,336,735.2,893.2,935.6,535.6,430,335,735,894.4,934.2,528.8,422.2,328.2,728.4,886.6,927.8,544,436.8,342.8,741.8,901,942,21.2,21.2,20.8,20.8,21.8,21.8,22.8,22.8,22.4,22.4,23,23,23.2,23.2,4.8,4.8,3.6,3.6,4,4,5.2,5.2,5.8,5.8,5,5,8.4,8.4,57.6,57.6,58,58,57.8,57.8,57.2,57.2,57,57,57.6,57.6,55,55,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,0.4,0.4,1,1,0.4,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0,0,-1,-1,-0.4,-0.4,-0.6,-0.6,-0.6,-0.6,-0.8,-0.8,-0.8,-0.8,-1.2,-1.2,3.6,3.6,3.4,3.4,3.8,3.8,3.8,3.8,3.6,3.6,3.8,3.8,3.8,3.8,9.4,9.4,10.4,10.4,9.2,9.2,9,9,9,9,9.4,9.4,9,9,-3.2,-3.2,-1.2,-1.2,3.4,3.4,-2.4,-2.4,6.6,6.6,4.2,4.2,-11.8,-11.8,-1.4,-1.4,0.2,0.2,-0.6,-0.6,0,0,-0.2,-0.2,-0.2,-0.2,-0.6,-0.6,-6.6,-6.6,6.4,6.4,-0.8,-0.8,1.4,1.4,7.2,7.2,9,9,0,0
s030,Female,Bellow 18,Below Madhymik,Right,One Hand,9.4,6.2,7.6,8.2,7.4,9,387.8,585.6,375.6,481.6,600.6,407.8,384.6,587,376.2,480.8,602.2,406.6,378.4,579.4,368,473.4,593.2,398.8,394,593.2,383.8,489,609.6,415.6,29.6,29.6,27.8,27.8,28.8,28.8,29.6,29.6,29.6,29.6,29.6,29.6,29,29,-2,-2,-4.2,-4.2,-1.8,-1.8,-2.4,-2.4,-2.4,-2.4,-1.6,-1.6,-2.4,-2.4,9.6,9.6,9.6,9.6,9.6,9.6,9.4,9.4,9.8,9.8,9.6,9.6,9.8,9.8,-0.2,-0.2,0,0,0,0,0.2,0.2,0.2,0.2,-0.2,-0.2,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.6,0.6,0.2,0.2,0.4,0.4,0,0,0.4,0.4,0,0,0.6,0.6,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.2,0.2,4.8,4.8,4.2,4.2,4.8,4.8,5,5,4.8,4.8,5,5,4.8,4.8,8.8,8.8,9,9,9,9,8.6,8.6,9.4,9.4,8.8,8.8,9,9,-5.8,-5.8,3.8,3.8,-2.6,-2.6,5.6,5.6,4.4,4.4,-2.8,-2.8,5.6,5.6,1,1,-0.6,-0.6,2.6,2.6,-0.4,-0.4,-0.8,-0.8,-1,-1,0.6,0.6,-7.6,-7.6,2.4,2.4,0.2,0.2,0.6,0.6,1.2,1.2,1,1,2.6,2.6
s031,Female,Bellow 18,Below Madhymik,Right,Both Hands,9.8,8.2,6.6,6.8,6.6,6.8,1203.6,1351.8,690.8,827.6,1175.2,506.4,1202,1350.2,691,827.4,1175.4,506,1193.8,1343.6,684.2,820.8,1168.6,499.6,1211.8,1358.4,697.6,834.2,1182,512.8,71,71,72.2,72.2,70.6,70.6,71.4,71.4,71.6,71.6,73.6,73.6,73.2,73.2,-35,-35,-37.8,-37.8,-31.6,-31.6,-35,-35,-32.4,-32.4,-30.4,-30.4,-32.2,-32.2,206.4,206.4,209.6,209.6,272,272,205.6,205.6,275.6,275.6,200.2,200.2,200,200,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,1,1,0.8,0.8,0.4,0.4,0.6,0.6,1,1,0.2,0.2,1.8,1.8,2,2,1.8,1.8,1.8,1.8,2,2,1,1,1.6,1.6,9,9,9.2,9.2,9.2,9.2,9,9,9.2,9.2,9.4,9.4,9.4,9.4,3.4,3.4,3,3,3.4,3.4,3,3,2.8,2.8,3,3,2.6,2.6,1.2,1.2,-1.6,-1.6,4,4,-4.2,-4.2,0.8,0.8,-1.4,-1.4,-0.8,-0.8,-1.4,-1.4,-0.2,-0.2,1.6,1.6,-1,-1,-1.6,-1.6,1,1,1.8,1.8,2,2,2.6,2.6,4.4,4.4,1.8,1.8,-5.4,-5.4,-5.6,-5.6,-2.8,-2.8
s032,Female,Bellow 18,Below Madhymik,Right,One Hand,10.6,6.2,6,8.4,8.4,8,1041,827,690.6,975.4,597.2,381.8,1036.6,826.8,693,975.4,596.8,381.4,1030.4,820.8,684.6,967,588.8,373.8,1047.2,833,699,983.8,605.2,389.4,36.2,36.2,38.2,38.2,38.2,38.2,39,39,39.8,39.8,40.2,40.2,40,40,4,4,4.8,4.8,3.6,3.6,5.8,5.8,7,7,7.6,7.6,7.8,7.8,327.6,327.6,328.2,328.2,326.6,326.6,327.6,327.6,327.4,327.4,326.4,326.4,326.6,326.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0.6,0.6,0.4,0.4,-0.2,-0.2,0.2,0.2,-0.4,-0.4,-0.6,-0.6,-0.4,-0.4,-0.8,-0.8,-0.6,-0.6,-1,-1,-1,-1,6,6,5.8,5.8,6,6,6,6,6.2,6.2,6.2,6.2,6.2,6.2,8.4,8.4,7.8,7.8,7.8,7.8,8.2,8.2,8,8,7.4,7.4,7.6,7.6,-12.6,-12.6,-9.6,-9.6,-4.2,-4.2,-5.2,-5.2,-5.4,-5.4,0,0,-6.2,-6.2,0.2,0.2,-1.4,-1.4,1.6,1.6,-0.8,-0.8,-0.8,-0.8,-0.2,-0.2,-1.2,-1.2,-3.2,-3.2,-9,-9,-3.4,-3.4,0.6,0.6,-10.8,-10.8,-5.2,-5.2,-6.8,-6.8
s033,Female,Bellow 18,Below Madhymik,Right,One Hand,9.4,7,7.8,7.6,5.6,8.2,1068.6,646.8,465.2,582.8,804.4,614.6,1066.2,647.6,465,580.8,807,616.6,1059.2,639.8,457.4,575.2,798.8,606.4,1075.6,654.6,472.8,588.4,812.6,624.8,34.2,34.2,33.2,33.2,33.8,33.8,34,34,33.2,33.2,32,32,34.2,34.2,3.4,3.4,2.8,2.8,3.2,3.2,3,3,3,3,2.2,2.2,3.2,3.2,329.6,329.6,328.4,328.4,328.2,328.2,327.8,327.8,327.6,327.6,326.8,326.8,327,327,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,-0.2,-0.2,-0.4,-0.4,-0.2,-0.2,-0.4,-0.4,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.4,-0.4,5.6,5.6,5,5,5.4,5.4,5.2,5.2,5.2,5.2,5,5,5.4,5.4,8,8,8,8,8.2,8.2,8,8,8,8,8.2,8.2,7.8,7.8,-0.4,-0.4,-3,-3,-2.2,-2.2,4.2,4.2,-7.6,-7.6,-6.8,-6.8,4.2,4.2,0.2,0.2,1.6,1.6,1.2,1.2,0.4,0.4,-2.8,-2.8,0.2,0.2,-2.4,-2.4,-3.8,-3.8,-2.4,-2.4,-0.6,-0.6,-3.8,-3.8,-5.8,-5.8,4,4,-4,-4
s034,Female,Bellow 18,Below Madhymik,Right,Both Hands,9.2,7.8,9.6,7,8,7.8,699.8,528.6,468.8,353,720.2,759.6,698.4,530.4,466.2,354,720,758,690.6,520.8,459.2,346,712.2,751.8,707.6,538.2,475.8,361,728,765.8,27.6,27.6,28.4,28.4,28.6,28.6,28,28,28.6,28.6,28.4,28.4,29.4,29.4,-2.6,-2.6,-4.6,-4.6,-3.8,-3.8,-5.2,-5.2,-5.8,-5.8,-4.2,-4.2,-2.2,-2.2,281.4,281.4,211.4,211.4,211.4,211.4,210.6,210.6,210.4,210.4,210.2,210.2,282,282,0,0,0,0,-0.2,-0.2,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0.2,0.2,0.6,0.6,0.6,0.6,0.4,0.4,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.8,0.8,0.4,0.4,4.4,4.4,4.4,4.4,4.6,4.6,4.8,4.8,4.4,4.4,4.4,4.4,5,5,9.2,9.2,9,9,8.8,8.8,8.6,8.6,9,9,9.2,9.2,8.6,8.6,-2.4,-2.4,0.4,0.4,-4.2,-4.2,-5.8,-5.8,4.2,4.2,-1.6,-1.6,1.2,1.2,1,1,1.2,1.2,0.6,0.6,-4,-4,0.4,0.4,1.6,1.6,0.4,0.4,-1.8,-1.8,5.8,5.8,1.6,1.6,0.2,0.2,0.8,0.8,2.6,2.6,-1.8,-1.8
s035,Male,18 to 25,Gratuation,Right,Both Hands,10.2,7.8,7.8,6.8,8,6.8,285.2,379.8,203.6,833.6,212,665.4,282.8,379.8,202.6,834.8,210.8,666.2,275,372,195.8,826.8,204,658.6,293,387.6,210.4,841.6,218.8,673,42.6,42.6,41.2,41.2,41,41,40.8,40.8,41.2,41.2,41.2,41.2,40.8,40.8,-12.6,-12.6,-12,-12,-12,-12,-10.6,-10.6,-10.8,-10.8,-10.4,-10.4,-9.2,-9.2,150.2,150.2,149.6,149.6,149.6,149.6,149,149,148.8,148.8,148.8,148.8,147.4,147.4,-0.6,-0.6,-0.2,-0.2,0,0,-0.6,-0.6,0,0,0.4,0.4,0,0,0,0,0,0,0,0,-0.2,-0.2,0,0,0.2,0.2,0.2,0.2,0.6,0.6,1.2,1.2,0.6,0.6,0,0,0,0,0.6,0.6,1,1,1.2,1.2,1.4,1.4,1.4,1.4,1,1,1.6,1.6,1.6,1.6,1,1,6.6,6.6,6.6,6.6,6.8,6.8,6.2,6.2,6.4,6.4,6.8,6.8,6.4,6.4,7.6,7.6,8.6,8.6,7.8,7.8,7.2,7.2,7.4,7.4,7.8,7.8,8.2,8.2,7.4,7.4,10.2,10.2,14.8,14.8,1.2,1.2,6.2,6.2,4,4,1.4,1.4,-1.2,-1.2,-1.6,-1.6,-3.8,-3.8,-1.6,-1.6,0.4,0.4,-3.8,-3.8,-2.4,-2.4,-2,-2,-11,-11,-18,-18,-8.2,-8.2,1,1,-4.6,-4.6,-8.2,-8.2
s036,Male,18 to 25,Gratuation,Right,Both Hands,10.6,7.4,6.2,7.2,8,8,210.2,323,242,396,660.6,1684.6,207,321.8,243,396.8,660.6,1684.2,199.6,315.6,235.8,388.8,652.6,1676.6,217.6,329.2,249.2,404,668.6,1692.2,46.6,46.6,45.6,45.6,45.2,45.2,45.8,45.8,46.4,46.4,45.2,45.2,46.4,46.4,0.2,0.2,-1,-1,-1.4,-1.4,-0.8,-0.8,-1.2,-1.2,-2,-2,-1.6,-1.6,349,349,349.8,349.8,349.8,349.8,349.2,349.2,348.8,348.8,349.2,349.2,349.4,349.4,-0.4,-0.4,-0.4,-0.4,0,0,-0.2,-0.2,0,0,0.2,0.2,-0.2,-0.2,0.2,0.2,0,0,-0.2,-0.2,0,0,0.2,0.2,-0.4,-0.4,0.2,0.2,0.2,0.2,1,1,0.4,0.4,0.2,0.2,-0.8,-0.8,0.6,0.6,-0.6,-0.6,-0.2,-0.2,0,0,0.4,0.4,0,0,0,0,0.4,0.4,-0.2,-0.2,7.2,7.2,7,7,6.6,6.6,7,7,7,7,6.8,6.8,7.4,7.4,7,7,7.6,7.6,7.2,7.2,7,7,6,6,7.6,7.6,6,6,-11.4,-11.4,-7.8,-7.8,-10.8,-10.8,-2,-2,9,9,-13.4,-13.4,11.2,11.2,3.2,3.2,5,5,0,0,0.2,0.2,0.4,0.4,-0.4,-0.4,0.2,0.2,-4,-4,-2.4,-2.4,-4,-4,3.4,3.4,-3.2,-3.2,-3,-3,0.6,0.6
s037,Male,18 to 25,Gratuation,Right,Both Hands,10.4,7,7.8,9.4,6.8,7.8,376.2,423.2,255.4,206.4,257,298.8,372.8,424,257,203.8,258,298.6,365.8,416.2,247.6,197,250.2,291,383.2,431,264.8,213.2,264.8,306.4,24.6,24.6,24,24,25.2,25.2,25.2,25.2,25,25,25.6,25.6,24.8,24.8,0.4,0.4,-0.2,-0.2,1.6,1.6,0.2,0.2,0,0,0.2,0.2,0.8,0.8,267.2,267.2,267,267,267.6,267.6,266.6,266.6,266.6,266.6,266.6,266.6,266.6,266.6,0,0,-0.2,-0.2,0.2,0.2,0.2,0.2,-0.2,-0.2,0.2,0.2,0.2,0.2,0,0,-0.4,-0.4,-0.2,-0.2,0,0,-0.2,-0.2,0,0,0,0,-0.4,-0.4,0.8,0.8,0.4,0.4,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,-0.2,-0.2,0,0,-0.2,-0.2,0.4,0.4,-0.2,-0.2,4,4,3.8,3.8,4,4,4,4,4.2,4.2,4.2,4.2,3.8,3.8,8.8,8.8,9.8,9.8,9.2,9.2,8.8,8.8,8.8,8.8,9.2,9.2,9.2,9.2,-8.6,-8.6,-5.8,-5.8,-4,-4,-5.2,-5.2,2,2,9.6,9.6,3.4,3.4,-0.8,-0.8,2.4,2.4,-5.2,-5.2,1.4,1.4,2.2,2.2,2.2,2.2,1.4,1.4,-1.2,-1.2,-1.8,-1.8,-2.4,-2.4,-6,-6,-3.4,-3.4,2.8,2.8,-2,-2
s038,Male,18 to 25,Higher Secondary,Right,Both Hands,9,7.6,8.4,6.4,10,7.8,629,438.2,428.6,565.8,473.8,245.6,627.6,439,426.6,569.4,471.6,244.6,620,430.6,420.2,559.4,463.8,237.8,636.6,446.6,435,575.8,481.6,252.4,15.4,15.4,15.6,15.6,15.8,15.8,15.2,15.2,16,16,15.6,15.6,15.2,15.2,-2.4,-2.4,-2.8,-2.8,-2.6,-2.6,-2.8,-2.8,-1.8,-1.8,-2,-2,-1.4,-1.4,17.4,17.4,17.8,17.8,17.8,17.8,16.8,16.8,17.6,17.6,17.4,17.4,16.8,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,-0.2,-0.2,0,0,-0.2,-0.2,0,0,0.2,0.2,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,2.4,2.4,2.6,2.6,2.6,2.6,2.6,2.6,2.8,2.8,2.6,2.6,2.8,2.8,9.6,9.6,9.6,9.6,9.4,9.4,9.4,9.4,9.4,9.4,9.6,9.6,9.2,9.2,3.8,3.8,-1.4,-1.4,-1.2,-1.2,-2.4,-2.4,-0.2,-0.2,5.6,5.6,-0.2,-0.2,-2,-2,1.4,1.4,-1.4,-1.4,-0.2,-0.2,-0.6,-0.6,-3.8,-3.8,-0.4,-0.4,9.2,9.2,5.6,5.6,5,5,8.6,8.6,3.6,3.6,4.4,4.4,3,3
s039,Male,18 to 25,Higher Secondary,Right,Both Hands,11.8,8.2,7,6.8,5.8,7.4,416.6,485.6,290.6,227,326.6,286.8,413,484.4,290.4,226,328.2,286.2,404.8,477.4,283.6,220.2,320.8,279.4,424.8,492.6,297.4,232.8,334,293.6,17.2,17.2,17.2,17.2,16.6,16.6,17.4,17.4,17.8,17.8,18.4,18.4,18.4,18.4,3.4,3.4,3,3,2,2,2.6,2.6,2.4,2.4,1,1,1.2,1.2,118.6,118.6,119.4,119.4,118,118,118.4,118.4,118.2,118.2,117.6,117.6,117.6,117.6,0.2,0.2,0.4,0.4,0.2,0.2,0.4,0.4,0.2,0.2,0,0,0.2,0.2,-0.2,-0.2,0.2,0.2,-0.2,-0.2,0,0,0,0,0,0,0,0,0.6,0.6,0.8,0.8,1,1,0.2,0.2,0.6,0.6,0.2,0.2,1,1,-0.2,-0.2,0,0,0,0,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,0.2,0.2,2.6,2.6,2.8,2.8,2.6,2.6,2.8,2.8,3.2,3.2,3,3,3.2,3.2,10,10,10.2,10.2,10.2,10.2,10,10,10.2,10.2,9.4,9.4,10,10,4.8,4.8,0.8,0.8,6.8,6.8,-0.4,-0.4,-0.2,-0.2,6.6,6.6,6.6,6.6,1,1,-5.4,-5.4,-2.2,-2.2,-0.4,-0.4,-4.6,-4.6,-2.8,-2.8,-1.8,-1.8,2.6,2.6,-12.2,-12.2,-2.4,-2.4,-4,-4,-1.2,-1.2,-1.4,-1.4,-1,-1
s040,Male,18 to 25,Higher Secondary,Right,Both Hands,10.8,10,7,8.6,11,9.6,480.2,445.2,561.2,1579,783.2,498.4,479.4,442.2,562.8,1581.4,781.8,497.6,469.4,435.2,554.2,1570.4,772.2,488.8,490.2,452.2,569.8,1590,792.8,507.2,12.2,12.2,12.2,12.2,13.4,13.4,13,13,10.8,10.8,11.8,11.8,11.6,11.6,2.2,2.2,1.8,1.8,-0.6,-0.6,0.8,0.8,1.6,1.6,0.4,0.4,-0.6,-0.6,33.2,33.2,33.4,33.4,33,33,33.2,33.2,33.4,33.4,33.2,33.2,32.8,32.8,0.2,0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,-0.2,-0.2,0.2,0.2,0.6,0.6,-0.6,-0.6,0,0,0.4,0.4,0,0,-0.4,-0.4,0.2,0.2,-0.4,-0.4,0,0,0,0,0.2,0.2,2.2,2.2,2,2,2.2,2.2,2.4,2.4,1.8,1.8,2,2,2,2,9.6,9.6,9.4,9.4,9.8,9.8,10.4,10.4,9.2,9.2,9.8,9.8,9.8,9.8,-2.8,-2.8,-8.4,-8.4,6.6,6.6,-4.4,-4.4,-2.8,-2.8,-3.2,-3.2,3.4,3.4,0.6,0.6,3.8,3.8,0.8,0.8,2.2,2.2,0.8,0.8,0.2,0.2,0.4,0.4,5,5,8,8,-1.8,-1.8,0.4,0.4,4.6,4.6,4,4,5.6,5.6
s041,Male,18 to 25,Higher Secondary,Right,Both Hands,8.8,6.8,6.4,7,7.2,8,848.2,281.6,1437.4,533,702.2,532.8,846.2,281.2,1438,533.2,703,532.6,839.4,274.8,1431,526,695,524.8,855,288,1444.4,540.2,710.2,540.6,51.6,51.6,52.4,52.4,52.6,52.6,51.4,51.4,51.2,51.2,51.4,51.4,51,51,-4.6,-4.6,-5.6,-5.6,-6.2,-6.2,-7,-7,-7.2,-7.2,-7,-7,-7.6,-7.6,30.8,30.8,30.8,30.8,31.2,31.2,32.2,32.2,32.2,32.2,32,32,31.8,31.8,-0.4,-0.4,-0.4,-0.4,0,0,-0.2,-0.2,-0.2,-0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.2,0.8,0.8,1,1,0.6,0.6,0.4,0.4,0.8,0.8,0.2,0.2,0.4,0.4,0.8,0.8,0.6,0.6,0.8,0.8,0.8,0.8,1,1,7.6,7.6,7.8,7.8,7.8,7.8,7.6,7.6,7.4,7.4,7.6,7.6,7.6,7.6,6.8,6.8,6.2,6.2,6.4,6.4,7,7,7,7,7,7,6.8,6.8,-8.6,-8.6,-5.4,-5.4,0.2,0.2,-2.2,-2.2,-3.8,-3.8,-3.2,-3.2,-1.6,-1.6,2,2,1,1,1.4,1.4,0.8,0.8,0.8,0.8,1,1,0.6,0.6,-2.2,-2.2,-3,-3,-1.2,-1.2,0.4,0.4,-1.4,-1.4,7.6,7.6,9.4,9.4
s042,Male,18 to 25,Gratuation,Right,Both Hands,11.2,7.4,8,7.2,7.8,7.4,215,185.6,88.8,163.8,282.2,123.6,211.2,186.2,88,164.4,281.8,124,203.8,178.2,80.8,156.6,274.4,116.2,222.4,193.6,96,171.6,289.6,131.4,13.2,13.2,13.8,13.8,14.2,14.2,14.4,14.4,14.2,14.2,14,14,14.4,14.4,2.2,2.2,2.4,2.4,2.8,2.8,2.8,2.8,2.4,2.4,2.6,2.6,2.6,2.6,26.8,26.8,26.2,26.2,26.6,26.6,26.8,26.8,27,27,26.8,26.8,26.8,26.8,0,0,0,0,0.2,0.2,-0.2,-0.2,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,-0.2,-0.2,-0.2,-0.2,-0.4,-0.4,-0.8,-0.8,-0.6,-0.6,-0.2,-0.2,-0.4,-0.4,-0.4,-0.4,-0.6,-0.6,-0.2,-0.2,-0.6,-0.6,-0.2,-0.2,-0.2,-0.2,-0.6,-0.6,2.2,2.2,2.4,2.4,2.6,2.6,2.4,2.4,2.6,2.6,2,2,2.4,2.4,9,9,9.2,9.2,9,9,9.2,9.2,9.4,9.4,9,9,9.4,9.4,-0.4,-0.4,-4.6,-4.6,5,5,6,6,-5,-5,-10,-10,-2.6,-2.6,-1.4,-1.4,4.2,4.2,1.4,1.4,1.4,1.4,-1,-1,-2,-2,-0.4,-0.4,3,3,1.8,1.8,-1.4,-1.4,-3.2,-3.2,-2.2,-2.2,-5.2,-5.2,-0.8,-0.8
s043,Female,18 to 25,Gratuation,Right,Both Hands,8.8,7.8,7.4,8,6.6,7.4,454,635,258.4,599.2,299.6,445,453,634.6,259,597.8,300.4,443.6,445.2,627.2,251,591.2,293,437.6,461.8,642.4,266.4,605.8,307,451,15.2,15.2,16.8,16.8,16.4,16.4,16.8,16.8,16.8,16.8,17.2,17.2,18,18,-0.4,-0.4,0.6,0.6,0,0,0.2,0.2,-0.6,-0.6,-1.2,-1.2,-1.8,-1.8,26.6,26.6,26.4,26.4,26.6,26.6,26.4,26.4,26.2,26.2,26.2,26.2,26.2,26.2,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.2,0,0,0,0,-0.2,-0.2,0.2,0.2,0,0,0.2,0.2,0,0,0.2,0.2,0.4,0.4,0.2,0.2,0.6,0.6,0.4,0.4,2.4,2.4,2.8,2.8,3,3,2.8,2.8,3,3,2.8,2.8,2.8,2.8,9.6,9.6,9.6,9.6,9.8,9.8,9,9,9.6,9.6,9.2,9.2,9.2,9.2,-1.2,-1.2,-1.4,-1.4,-3.6,-3.6,-5.8,-5.8,-4.8,-4.8,-2.2,-2.2,-3,-3,3.4,3.4,-1.2,-1.2,0.2,0.2,1.6,1.6,-0.4,-0.4,-0.8,-0.8,-2.2,-2.2,9.8,9.8,6,6,5,5,3,3,2,2,-2,-2,5.2,5.2
s044,Male,18 to 25,Gratuation,Right,Both Hands,9.6,5,9.6,8.2,7.8,7.4,987,445.6,203,433,279,448.2,982.4,450.2,201.6,432.6,278.6,447.6,977.4,440.6,193.4,424.8,271.2,440.8,992,455.2,211.2,440.8,286.4,455,24.4,24.4,24.8,24.8,26,26,25.4,25.4,25.6,25.6,26.2,26.2,26.8,26.8,2.4,2.4,1.4,1.4,0.2,0.2,0.6,0.6,0.6,0.6,0.2,0.2,-1.2,-1.2,198,198,197.4,197.4,198,198,198,198,197.6,197.6,196.8,196.8,197,197,0,0,0,0,0.2,0.2,-0.2,-0.2,0.4,0.4,0.2,0.2,0,0,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,0,0,0.4,0.4,-0.6,-0.6,0.4,0.4,0,0,0.6,0.6,0.2,0.2,0,0,0,0,0,0,0.2,0.2,-0.2,-0.2,0.4,0.4,0.4,0.4,0,0,3.8,3.8,4,4,4.2,4.2,4,4,4.2,4.2,4.2,4.2,4.4,4.4,9.2,9.2,8.2,8.2,9.2,9.2,8.8,8.8,9.4,9.4,8.8,8.8,9,9,-7.6,-7.6,0,0,5.8,5.8,3.2,3.2,3.4,3.4,-7.2,-7.2,4.4,4.4,-1,-1,2.8,2.8,1.2,1.2,-1.4,-1.4,-1,-1,0.8,0.8,2.8,2.8,5.4,5.4,0.6,0.6,5.8,5.8,0,0,7.6,7.6,-3.4,-3.4,3.4,3.4
